,year,latitude,longitude,precipitation_winter,precipitation_summer,precipitation_annual,volwater_winter,volwater_spring,volwater_summer,volwater_fall
61251,2023,37.62921,-109.9782,7.46,4.73,4.73,,,,
61252,2024,37.62921,-109.9782,8.54,11.11,,,,,
61253,2024,37.62921,-109.9782,5.3,8.42,5.3,,,,
61254,2024,37.62921,-109.9782,5.3,8.42,5.3,,,,
61255,2024,37.62921,-109.9782,5.3,8.42,8.42,,,,
61256,2024,37.62921,-109.9782,5.3,8.42,8.42,,,,
61257,2024,37.62921,-109.9782,5.56,10.35,,,,,
61258,2024,37.62921,-109.9782,16.26,5.19,,,,,
61259,2024,37.62921,-109.9782,2.0,3.89,2.01,,,,
61260,2024,37.62921,-109.9782,14.76,3.16,10.77,,,,
61261,2024,37.62921,-109.9782,14.95,7.76,5.79,,,,
61262,2024,37.62921,-109.9782,14.95,7.76,5.79,,,,
61263,2024,37.62921,-109.9782,14.95,7.76,14.95,,,,
61264,2024,37.62921,-109.9782,14.95,7.76,14.95,,,,
61265,2024,37.62921,-109.9782,13.15,4.27,14.15,,,,
61266,2024,37.62921,-109.9782,18.56,16.74,7.42,,,,
61267,2024,37.62921,-109.9782,18.56,16.74,7.42,,,,
61268,2024,37.62921,-109.9782,18.56,16.74,16.74,,,,
61269,2024,37.62921,-109.9782,18.56,16.74,16.74,,,,
61270,2024,37.62921,-109.9782,5.99,1.81,5.99,,,,
61271,2024,37.62921,-109.9782,5.99,1.81,5.99,,,,
61272,2024,37.62921,-109.9782,5.99,1.81,12.17,,,,
61273,2024,37.62921,-109.9782,5.99,1.81,12.17,,,,
61274,2024,37.62921,-109.9782,10.31,8.82,8.82,,,,
61275,2024,37.62921,-109.9782,9.4,24.07,24.07,,,,
61276,2024,37.62921,-109.9782,11.14,10.81,5.36,,,,
61277,2024,37.62921,-109.9782,3.25,8.42,,,,,
61278,2024,37.62921,-109.9782,3.58,20.15,,,,,
61279,2024,37.62921,-109.9782,2.95,11.2,16.26,,,,
61280,2024,37.62921,-109.9782,2.95,11.2,16.26,,,,
61281,2024,37.62921,-109.9782,2.95,11.2,11.98,,,,
61282,2024,37.62921,-109.9782,2.95,11.2,11.98,,,,
61283,2024,37.62921,-109.9782,8.63,6.95,15.03,,,,
61284,2024,37.62921,-109.9782,5.25,4.32,,,,,
61285,2024,37.62921,-109.9782,8.35,7.96,7.96,,,,
61286,2024,37.62921,-109.9782,4.29,5.7,4.38,,,,
61287,2024,37.62921,-109.9782,11.47,10.59,,,,,
61288,2024,37.62921,-109.9782,7.09,5.03,,,,,
61289,2024,37.62921,-109.9782,6.7,10.3,,,,,
61290,2024,37.62921,-109.9782,6.19,3.66,15.1,,,,
61291,2024,37.62921,-109.9782,6.19,3.66,15.1,,,,
61292,2024,37.62921,-109.9782,6.19,3.66,15.1,,,,
61293,2024,37.62921,-109.9782,6.19,3.66,3.66,,,,
61294,2024,37.62921,-109.9782,6.19,3.66,3.66,,,,
61295,2024,37.62921,-109.9782,6.19,3.66,3.66,,,,
61296,2024,37.62921,-109.9782,6.19,3.66,2.96,,,,
61297,2024,37.62921,-109.9782,6.19,3.66,2.96,,,,
61298,2024,37.62921,-109.9782,6.19,3.66,2.96,,,,
61299,2024,37.62921,-109.9782,3.52,3.05,,,,,
61300,2024,37.62921,-109.9782,3.67,7.05,3.67,,,,
61301,2024,37.62921,-109.9782,3.67,7.05,3.67,,,,
61302,2024,37.62921,-109.9782,3.67,7.05,7.05,,,,
61303,2024,37.62921,-109.9782,3.67,7.05,7.05,,,,
61304,2024,37.62921,-109.9782,2.69,2.83,2.69,,,,
61305,2024,37.62921,-109.9782,2.69,2.83,2.69,,,,
61306,2024,37.62921,-109.9782,2.69,2.83,5.67,,,,
61307,2024,37.62921,-109.9782,2.69,2.83,5.67,,,,
61308,2024,37.62921,-109.9782,6.67,5.8,8.54,,,,
61309,2024,37.62921,-109.9782,6.67,5.8,8.54,,,,
61310,2024,37.62921,-109.9782,6.67,5.8,7.3,,,,
61311,2024,37.62921,-109.9782,6.67,5.8,7.3,,,,
61312,2024,37.62921,-109.9782,6.79,5.58,5.58,,,,
61313,2024,37.62921,-109.9782,6.79,5.58,5.58,,,,
61314,2024,37.62921,-109.9782,6.79,5.58,6.79,,,,
61315,2024,37.62921,-109.9782,6.79,5.58,6.79,,,,
61316,2024,37.62921,-109.9782,15.43,10.64,10.64,,,,
61317,2024,37.62921,-109.9782,9.2,8.13,,,,,
61318,2024,37.62921,-109.9782,2.43,3.36,3.36,,,,
61319,2024,37.62921,-109.9782,2.43,3.36,3.36,,,,
61320,2024,37.62921,-109.9782,2.43,3.36,13.48,,,,
61321,2024,37.62921,-109.9782,2.43,3.36,13.48,,,,
61322,2024,37.62921,-109.9782,8.43,1.68,1.68,,,,
61323,2024,37.62921,-109.9782,8.43,1.68,1.68,,,,
61324,2024,37.62921,-109.9782,8.43,1.68,9.4,,,,
61325,2024,37.62921,-109.9782,8.43,1.68,9.4,,,,
61326,2024,37.62921,-109.9782,6.57,2.13,6.57,,,,
61327,2024,37.62921,-109.9782,7.02,5.81,14.77,,,,
61328,2024,37.62921,-109.9782,7.02,5.81,14.77,,,,
61329,2024,37.62921,-109.9782,7.02,5.81,14.77,,,,
61330,2024,37.62921,-109.9782,7.02,5.81,7.02,,,,
61331,2024,37.62921,-109.9782,7.02,5.81,7.02,,,,
61332,2024,37.62921,-109.9782,7.02,5.81,7.02,,,,
61333,2024,37.62921,-109.9782,7.02,5.81,5.06,,,,
61334,2024,37.62921,-109.9782,7.02,5.81,5.06,,,,
61335,2024,37.62921,-109.9782,7.02,5.81,5.06,,,,
61336,2024,37.62921,-109.9782,6.95,9.4,13.29,,,,
61337,2024,37.62921,-109.9782,6.95,9.4,13.29,,,,
61338,2024,37.62921,-109.9782,6.95,9.4,6.95,,,,
61339,2024,37.62921,-109.9782,6.95,9.4,6.95,,,,
61340,2024,37.62921,-109.9782,8.45,4.38,4.38,,,,
61341,2024,37.62921,-109.9782,8.45,4.38,4.38,,,,
61342,2024,37.62921,-109.9782,8.45,4.38,8.45,,,,
61343,2024,37.62921,-109.9782,8.45,4.38,8.45,,,,
61344,2024,37.62921,-109.9782,17.6,10.47,6.53,,,,
61345,2024,37.62921,-109.9782,2.19,9.39,9.39,,,,
61346,2024,37.62921,-109.9782,2.19,9.39,9.39,,,,
61347,2024,37.62921,-109.9782,2.19,9.39,12.39,,,,
61348,2024,37.62921,-109.9782,2.19,9.39,12.39,,,,
61349,2024,37.62921,-109.9782,4.93,5.04,10.98,,,,
61350,2021,37.63344,-109.9775,,,,0.1596462,0.141539,0.09758126,0.09953546
61351,2021,37.63344,-109.9775,,,,0.1754748,0.1847625,0.09379942,0.1295561
61352,2021,37.63344,-109.9775,,,,0.1319096,0.1342441,0.09424432,0.1258114
61353,2021,37.63344,-109.9775,,,,0.1615364,0.1740141,0.09397603,0.09577155
61354,2021,37.63344,-109.9775,,,,0.1430694,0.1751618,0.09329092,0.09492253
61355,2021,37.63344,-109.9775,,,,0.1115264,0.1475256,0.09348567,0.11692
61356,2021,37.63344,-109.9775,,,,0.1473765,0.1509319,0.0928823,0.1038066
61357,2021,37.63344,-109.9775,,,,0.1203161,0.134367,0.09857521,0.1015224
61358,2021,37.63344,-109.9775,,,,0.1629243,0.1658102,0.09956621,0.0946088
61359,2021,37.63344,-109.9775,,,,0.2217376,0.2002964,0.09549672,0.1671512
61360,2021,37.63344,-109.9775,,,,0.1469083,0.119632,0.09212114,0.1208502
61361,2021,37.63344,-109.9775,,,,0.09323766,0.08935912,0.08910296,0.1162135
61362,2021,37.63344,-109.9775,,,,0.1387034,0.1183581,0.09255553,0.1234527
61363,2021,37.63344,-109.9775,,,,0.2173603,0.1798452,0.09506936,0.1605273
61364,2021,37.63344,-109.9775,,,,0.1106855,0.1015383,0.0932178,0.09700351
61365,2021,37.63344,-109.9775,,,,0.220725,0.1880036,0.09538469,0.1078856
61366,2021,37.63344,-109.9775,,,,0.1484044,0.1645309,0.1054603,0.1725591
61367,2021,37.63344,-109.9775,,,,0.2077798,0.1856732,0.09255458,0.09990646
61368,2021,37.63344,-109.9775,,,,0.1660909,0.1741344,0.09732278,0.1270525
61369,2021,37.63344,-109.9775,,,,0.188914,0.1783027,0.09851661,0.1063423
61370,2021,37.63344,-109.9775,,,,0.1596692,0.1758948,0.09524316,0.1076226
61371,2021,37.63344,-109.9775,,,,0.1618796,0.183438,0.0950635,0.1066481
61372,2021,37.63344,-109.9775,,,,0.1822394,0.1842643,0.1003418,0.128686
61373,2021,37.63344,-109.9775,,,,0.1373427,0.1765217,0.09512375,0.1381157
61374,2021,37.63344,-109.9775,,,,0.1305094,0.1222875,0.0931841,0.1018069
61375,2021,37.63344,-109.9775,,,,0.124035,0.1739809,0.09463323,0.121709
61376,2021,37.63344,-109.9775,,,,0.216352,0.1919681,0.09957647,0.1023731
61377,2021,37.63344,-109.9775,,,,0.2219099,0.1722117,0.09297921,0.09498486
61378,2021,37.63344,-109.9775,,,,0.2006025,0.1930028,0.1019011,0.1171568
61379,2021,37.63344,-109.9775,,,,0.1700895,0.1352481,0.09914836,0.1775512
61380,2021,37.63344,-109.9775,,,,0.2111181,0.1921122,0.1067197,0.111908
61381,2021,37.63344,-109.9775,,,,0.09247248,0.09000886,0.08835663,0.1204796
61382,2021,37.63344,-109.9775,,,,0.1123281,0.1681746,0.09265532,0.09177311
61383,2021,37.63344,-109.9775,,,,0.2014943,0.182728,0.1016687,0.1148878
61384,2021,37.63344,-109.9775,,,,0.1615118,0.1932971,0.1057962,0.1090193
61385,2021,37.63344,-109.9775,,,,0.1336222,0.1792078,0.0952559,0.1029635
61386,2021,37.63344,-109.9775,,,,0.115199,0.1009549,0.09778148,0.1027379
61387,2021,37.63344,-109.9775,,,,0.1876763,0.1456805,0.09398038,0.2153689
61388,2021,37.63344,-109.9775,,,,0.09910505,0.109359,0.09508319,0.1227776
61389,2021,37.63344,-109.9775,,,,0.1810618,0.1960665,0.09867161,0.1197327
61390,2022,37.63344,-109.9775,,,,0.1129976,0.1100062,0.0919745,0.09399447
61391,2022,37.63344,-109.9775,,,,0.1993451,0.1843045,0.09380184,0.1393255
61392,2022,37.63344,-109.9775,,,,0.1775136,0.1620811,0.09602269,0.1159622
61393,2022,37.63344,-109.9775,,,,0.1229702,0.1938681,0.09450744,0.09608277
61394,2022,37.63344,-109.9775,,,,0.09317689,0.107948,0.09819371,0.0996452
61395,2022,37.63344,-109.9775,,,,0.1199306,0.1064605,0.09345223,0.109474
61396,2022,37.63344,-109.9775,,,,0.1087963,0.126096,0.121657,0.09309207
61397,2022,37.63344,-109.9775,,,,0.111475,0.1028018,0.09105237,0.09112901
61398,2022,37.63344,-109.9775,,,,0.1017536,0.1083776,0.09719733,0.1048266
61399,2022,37.63344,-109.9775,,,,0.2180318,0.1718064,0.09496071,0.1344575
61400,2022,37.63344,-109.9775,,,,0.1628785,0.1313287,0.09187049,0.1241313
61401,2022,37.63344,-109.9775,,,,0.1372576,0.1401205,0.09359815,0.1794925
61402,2022,37.63344,-109.9775,,,,0.1548945,0.1622457,0.09852712,0.2125502
61403,2022,37.63344,-109.9775,,,,0.1654545,0.1539967,0.09169302,0.1085492
61404,2022,37.63344,-109.9775,,,,0.1057482,0.1013606,0.09401588,0.1178782
61405,2022,37.63344,-109.9775,,,,0.1119762,0.1019585,0.09130127,0.09898625
61406,2022,37.63344,-109.9775,,,,0.2099166,0.1769383,0.1036354,0.1163331
61407,2022,37.63344,-109.9775,,,,0.1120034,0.1063912,0.09415883,0.09301046
61408,2022,37.63344,-109.9775,,,,0.1727439,0.1830591,0.09407358,0.1127694
61409,2022,37.63344,-109.9775,,,,0.111964,0.1118288,0.09247939,0.09194246
61410,2022,37.63344,-109.9775,,,,0.1589711,0.1901452,0.09599001,0.1174094
61411,2022,37.63344,-109.9775,,,,0.1479926,0.1703489,0.0975758,0.124586
61412,2022,37.63344,-109.9775,,,,0.1665224,0.1467315,0.09639028,0.09878152
61413,2022,37.63344,-109.9775,,,,0.1661545,0.1536976,0.0938921,0.1098148
61414,2022,37.63344,-109.9775,,,,0.1162661,0.1027213,0.09124674,0.09481725
61415,2022,37.63344,-109.9775,,,,0.1712635,0.184291,0.09637367,0.09937599
61416,2022,37.63344,-109.9775,,,,0.124959,0.1048728,0.09678296,0.09410917
61417,2022,37.63344,-109.9775,,,,0.1302339,0.1442088,0.09234617,0.1167707
61418,2022,37.63344,-109.9775,,,,0.1450791,0.1747756,0.09787988,0.1098098
61419,2022,37.63344,-109.9775,,,,0.191726,0.189994,0.1049849,0.2004793
61420,2022,37.63344,-109.9775,,,,0.1326557,0.1159353,0.09182105,0.09051807
61421,2022,37.63344,-109.9775,,,,0.1275017,0.101982,0.09108242,0.1414786
61422,2022,37.63344,-109.9775,,,,0.1512079,0.1623363,0.09928707,0.0966437
61423,2022,37.63344,-109.9775,,,,0.1515743,0.1756767,0.1008966,0.1086934
61424,2022,37.63344,-109.9775,,,,0.1307051,0.1141161,0.09429836,0.107826
61425,2022,37.63344,-109.9775,,,,0.1025415,0.1139133,0.09199305,0.1430587
61426,2022,37.63344,-109.9775,,,,0.1364289,0.1416638,0.09344988,0.09877709
61427,2022,37.63344,-109.9775,,,,0.2159742,0.1743742,0.09763166,0.1227702
61428,2022,37.63344,-109.9775,,,,0.1627306,0.1902009,0.09646638,0.100262
61429,2022,37.63344,-109.9775,,,,0.1672314,0.160096,0.09383533,0.1075046
61430,2023,37.63344,-109.9775,,,,0.10213,0.1009941,0.09203173,0.1172139
61431,2023,37.63344,-109.9775,,,,0.2133927,0.1740907,0.09334197,0.1027999
61432,2023,37.63344,-109.9775,,,,0.1504268,0.1213458,0.0920593,0.09201487
61433,2023,37.63344,-109.9775,,,,0.1546172,0.1882186,0.1139938,0.09621328
61434,2023,37.63344,-109.9775,,,,0.1155499,0.1408024,0.09121744,0.09456075
61435,2023,37.63344,-109.9775,,,,0.1240065,0.1150767,0.09287743,0.1056619
61436,2023,37.63344,-109.9775,,,,0.1018845,0.09622145,0.09158283,0.1771256
61437,2023,37.63344,-109.9775,,,,0.1015558,0.1106958,0.09418248,0.115245
61438,2023,37.63344,-109.9775,,,,0.1264236,0.1637924,0.09260578,0.2041655
61439,2023,37.63344,-109.9775,,,,0.1843269,0.1422083,0.1364162,0.1643806
61440,2023,37.63344,-109.9775,,,,0.116222,0.1106187,0.09530857,0.1678878
61441,2023,37.63344,-109.9775,,,,0.218484,0.1892794,0.09986497,0.1269803
61442,2023,37.63344,-109.9775,,,,0.1981671,0.1906767,0.09538805,0.1089208
61443,2023,37.63344,-109.9775,,,,0.1257991,0.1094565,0.09427792,0.1736908
61444,2023,37.63344,-109.9775,,,,0.2056336,0.1924983,0.09769485,0.164889
61445,2023,37.63344,-109.9775,,,,0.1272517,0.11713,0.09134994,0.159898
61446,2023,37.63344,-109.9775,,,,0.1554309,0.1466708,0.09785175,0.1236648
61447,2023,37.63344,-109.9775,,,,0.09564342,0.1144355,0.09862051,0.124532
61448,2023,37.63344,-109.9775,,,,0.1224773,0.1237112,0.09285432,0.09906974
61449,2023,37.63344,-109.9775,,,,0.1017321,0.1303421,0.09493115,0.09785668
61450,2023,37.63344,-109.9775,,,,0.135228,0.117994,0.1020706,0.1290321
61451,2023,37.63344,-109.9775,,,,0.1796684,0.1626616,0.1013649,0.1287344
61452,2023,37.63344,-109.9775,,,,0.1552983,0.2015569,0.1113018,0.1209864
61453,2023,37.63344,-109.9775,,,,0.1332803,0.1241536,0.09496585,0.1040449
61454,2023,37.63344,-109.9775,,,,0.1285452,0.1152386,0.09232192,0.1717979
61455,2023,37.63344,-109.9775,,,,0.1580817,0.1708752,0.09648724,0.1202623
61456,2023,37.63344,-109.9775,,,,0.1192996,0.0997048,0.1078977,0.1246802
61457,2023,37.63344,-109.9775,,,,0.1660443,0.1436717,0.1008835,0.1665676
61458,2023,37.63344,-109.9775,,,,0.2023888,0.183643,0.1055703,0.1525174
61459,2023,37.63344,-109.9775,,,,0.2220592,0.188661,0.09453489,0.1362767
61460,2023,37.63344,-109.9775,,,,0.1264129,0.1965083,0.1076173,0.1069132
61461,2023,37.63344,-109.9775,,,,0.2175857,0.1904096,0.1016617,0.09555946
61462,2023,37.63344,-109.9775,,,,0.1092275,0.1576743,0.09176433,0.1068933
61463,2023,37.63344,-109.9775,,,,0.1292218,0.1395747,0.1057624,0.1421428
61464,2023,37.63344,-109.9775,,,,0.1301246,0.1302138,0.09795968,0.1132792
61465,2023,37.63344,-109.9775,,,,0.2186112,0.1796512,0.09653131,0.1202592
61466,2023,37.63344,-109.9775,,,,0.1095126,0.1158292,0.09199656,0.1126982
61467,2023,37.63344,-109.9775,,,,0.1179328,0.145968,0.1013732,0.1215284
61468,2023,37.63344,-109.9775,,,,0.1167443,0.1057639,0.09378093,0.0982689
61469,2023,37.63344,-109.9775,,,,0.1308638,0.1484927,0.09302269,0.09877688
61470,2024,37.63344,-109.9775,,,,0.1625664,0.1564335,0.100923,0.1365847
61471,2024,37.63344,-109.9775,,,,0.1205932,0.1253811,0.09512366,0.1295924
61472,2024,37.63344,-109.9775,,,,0.09693698,0.1116912,0.09467273,0.1140351
61473,2024,37.63344,-109.9775,,,,0.1648353,0.1842901,0.09338161,0.09155102
61474,2024,37.63344,-109.9775,,,,0.09504152,0.09354473,0.08973936,0.09022536
61475,2024,37.63344,-109.9775,,,,0.1799103,0.1894671,0.09548254,0.1074187
61476,2024,37.63344,-109.9775,,,,0.218895,0.1782783,0.0941809,0.1109688
61477,2024,37.63344,-109.9775,,,,0.163738,0.1902781,0.09368723,0.1105213
61478,2024,37.63344,-109.9775,,,,0.2200607,0.1907239,0.1052854,0.1414151
61479,2024,37.63344,-109.9775,,,,0.1995019,0.2014472,0.09410487,0.09355819
61480,2024,37.63344,-109.9775,,,,0.2199844,0.1798079,0.09453855,0.1269333
61481,2024,37.63344,-109.9775,,,,0.1647089,0.1789493,0.1354053,0.1970204
61482,2024,37.63344,-109.9775,,,,0.1733861,0.1725351,0.1009871,0.1475148
61483,2024,37.63344,-109.9775,,,,0.1876346,0.1828773,0.1014519,0.1212853
61484,2024,37.63344,-109.9775,,,,0.2144929,0.1856369,0.1173418,0.1497131
61485,2024,37.63344,-109.9775,,,,0.1770984,0.1590313,0.09822847,0.1451499
61486,2024,37.63344,-109.9775,,,,0.1546284,0.1703492,0.09685569,0.1100443
61487,2024,37.63344,-109.9775,,,,0.1106517,0.1056268,0.09232898,0.1003331
61488,2024,37.63344,-109.9775,,,,0.1023481,0.1146733,0.09719858,0.106546
61489,2024,37.63344,-109.9775,,,,0.1083602,0.09997651,0.09282451,0.09506374
61490,2024,37.63344,-109.9775,,,,0.1718437,0.1854965,0.10049,0.0989246
61491,2024,37.63344,-109.9775,,,,0.1778763,0.1774018,0.09297298,0.1590456
61492,2024,37.63344,-109.9775,,,,0.1458671,0.1447669,0.09654548,0.1692886
61493,2024,37.63344,-109.9775,,,,0.1468572,0.1195541,0.09156712,0.1570299
61494,2024,37.63344,-109.9775,,,,0.1730927,0.1303855,0.09242183,0.1067785
61495,2024,37.63344,-109.9775,,,,0.133438,0.1266872,0.09375712,0.1154323
61496,2024,37.63344,-109.9775,,,,0.1153662,0.1008167,0.09154078,0.09251962
61497,2024,37.63344,-109.9775,,,,0.205066,0.1815006,0.09620587,0.1035761
61498,2024,37.63344,-109.9775,,,,0.1883239,0.1856787,0.09547126,0.1171409
61499,2024,37.63344,-109.9775,,,,0.1707343,0.1897779,0.09656528,0.1475037
61500,2024,37.63344,-109.9775,,,,0.1527561,0.1942396,0.09711044,0.1534993
61501,2024,37.63344,-109.9775,,,,0.09756696,0.1068716,0.09288057,0.1153556
61502,2024,37.63344,-109.9775,,,,0.1468155,0.1512476,0.09164122,0.09957645
61503,2024,37.63344,-109.9775,,,,0.1585702,0.1840435,0.09246887,0.1328413
61504,2024,37.63344,-109.9775,,,,0.1259833,0.1212247,0.09295383,0.1365507
61505,2024,37.63344,-109.9775,,,,0.1387601,0.1677071,0.09676325,0.1137702
61506,2024,37.63344,-109.9775,,,,0.1612786,0.1463233,0.09317486,0.1020002
61507,2024,37.63344,-109.9775,,,,0.1550306,0.1722204,0.09858596,0.1155857
61508,2024,37.63344,-109.9775,,,,0.1190612,0.1011211,0.0955296,0.1249519
61509,2024,37.63344,-109.9775,,,,0.1414444,0.1143333,0.09205298,0.1192747
61510,2021,37.63344,-109.9775,7.17,8.74,5.31,,,,
61511,2021,37.63344,-109.9775,7.83,3.96,7.83,,,,
61512,2021,37.63344,-109.9775,7.83,3.96,7.83,,,,
61513,2021,37.63344,-109.9775,7.83,3.96,3.96,,,,
61514,2021,37.63344,-109.9775,7.83,3.96,3.96,,,,
61515,2021,37.63344,-109.9775,6.85,6.82,7.92,,,,
61516,2021,37.63344,-109.9775,6.85,6.82,7.92,,,,
61517,2021,37.63344,-109.9775,6.85,6.82,14.47,,,,
61518,2021,37.63344,-109.9775,6.85,6.82,14.47,,,,
61519,2021,37.63344,-109.9775,12.83,6.41,12.83,,,,
61520,2021,37.63344,-109.9775,9.02,1.65,1.65,,,,
61521,2021,37.63344,-109.9775,11.5,5.27,5.27,,,,
61522,2021,37.63344,-109.9775,9.11,4.39,6.98,,,,
61523,2021,37.63344,-109.9775,9.11,4.39,6.98,,,,
61524,2021,37.63344,-109.9775,9.11,4.39,4.33,,,,
61525,2021,37.63344,-109.9775,9.11,4.39,4.33,,,,
61526,2021,37.63344,-109.9775,8.26,13.55,8.24,,,,
61527,2021,37.63344,-109.9775,8.26,13.55,8.24,,,,
61528,2021,37.63344,-109.9775,8.26,13.55,8.26,,,,
61529,2021,37.63344,-109.9775,8.26,13.55,8.26,,,,
61530,2021,37.63344,-109.9775,8.02,12.75,,,,,
61531,2021,37.63344,-109.9775,14.01,7.46,14.01,,,,
61532,2021,37.63344,-109.9775,14.01,7.46,14.01,,,,
61533,2021,37.63344,-109.9775,14.01,7.46,7.46,,,,
61534,2021,37.63344,-109.9775,14.01,7.46,7.46,,,,
61535,2021,37.63344,-109.9775,4.98,5.15,5.15,,,,
61536,2021,37.63344,-109.9775,2.31,5.84,5.84,,,,
61537,2021,37.63344,-109.9775,1.25,4.94,,,,,
61538,2021,37.63344,-109.9775,5.41,12.34,,,,,
61539,2021,37.63344,-109.9775,5.15,9.78,7.12,,,,
61540,2021,37.63344,-109.9775,5.15,9.78,7.12,,,,
61541,2021,37.63344,-109.9775,5.15,9.78,2.91,,,,
61542,2021,37.63344,-109.9775,5.15,9.78,2.91,,,,
61543,2021,37.63344,-109.9775,10.05,9.49,9.49,,,,
61544,2021,37.63344,-109.9775,8.8,17.45,15.73,,,,
61545,2021,37.63344,-109.9775,9.71,0.71,9.05,,,,
61546,2021,37.63344,-109.9775,5.16,12.32,,,,,
61547,2021,37.63344,-109.9775,10.67,12.6,8.15,,,,
61548,2021,37.63344,-109.9775,10.67,12.6,8.15,,,,
61549,2021,37.63344,-109.9775,10.67,12.6,8.15,,,,
61550,2021,37.63344,-109.9775,10.67,12.6,7.98,,,,
61551,2021,37.63344,-109.9775,10.67,12.6,7.98,,,,
61552,2021,37.63344,-109.9775,10.67,12.6,7.98,,,,
61553,2021,37.63344,-109.9775,10.67,12.6,12.6,,,,
61554,2021,37.63344,-109.9775,10.67,12.6,12.6,,,,
61555,2021,37.63344,-109.9775,10.67,12.6,12.6,,,,
61556,2021,37.63344,-109.9775,9.63,5.33,11.63,,,,
61557,2021,37.63344,-109.9775,9.63,5.33,11.63,,,,
61558,2021,37.63344,-109.9775,9.63,5.33,5.33,,,,
61559,2021,37.63344,-109.9775,9.63,5.33,5.33,,,,
61560,2021,37.63344,-109.9775,13.38,2.02,13.38,,,,
61561,2021,37.63344,-109.9775,12.63,14.17,9.68,,,,
61562,2021,37.63344,-109.9775,12.63,14.17,9.68,,,,
61563,2021,37.63344,-109.9775,12.63,14.17,14.17,,,,
61564,2021,37.63344,-109.9775,12.63,14.17,14.17,,,,
61565,2021,37.63344,-109.9775,12.01,8.33,8.33,,,,
61566,2021,37.63344,-109.9775,7.79,4.47,7.79,,,,
61567,2021,37.63344,-109.9775,7.79,4.47,7.79,,,,
61568,2021,37.63344,-109.9775,7.79,4.47,4.47,,,,
61569,2021,37.63344,-109.9775,7.79,4.47,4.47,,,,
61570,2021,37.63344,-109.9775,15.48,5.37,,,,,
61571,2021,37.63344,-109.9775,19.01,9.41,19.01,,,,
61572,2021,37.63344,-109.9775,14.16,5.11,,,,,
61573,2021,37.63344,-109.9775,13.35,15.35,,,,,
61574,2021,37.63344,-109.9775,4.2,14.41,2.51,,,,
61575,2021,37.63344,-109.9775,4.2,14.41,2.51,,,,
61576,2021,37.63344,-109.9775,4.2,14.41,4.2,,,,
61577,2021,37.63344,-109.9775,4.2,14.41,4.2,,,,
61578,2021,37.63344,-109.9775,19.15,12.45,11.53,,,,
61579,2021,37.63344,-109.9775,2.06,6.06,3.22,,,,
61580,2021,37.63344,-109.9775,12.85,3.98,12.85,,,,
61581,2021,37.63344,-109.9775,8.98,16.28,,,,,
61582,2021,37.63344,-109.9775,11.42,13.38,,,,,
61583,2021,37.63344,-109.9775,11.12,6.66,6.66,,,,
61584,2021,37.63344,-109.9775,11.12,6.66,6.66,,,,
61585,2021,37.63344,-109.9775,11.12,6.66,11.12,,,,
61586,2021,37.63344,-109.9775,11.12,6.66,11.12,,,,
61587,2021,37.63344,-109.9775,3.97,15.18,3.97,,,,
61588,2021,37.63344,-109.9775,3.97,15.18,3.97,,,,
61589,2021,37.63344,-109.9775,3.97,15.18,15.18,,,,
61590,2021,37.63344,-109.9775,3.97,15.18,15.18,,,,
61591,2021,37.63344,-109.9775,4.51,8.68,,,,,
61592,2021,37.63344,-109.9775,3.97,8.51,10.71,,,,
61593,2021,37.63344,-109.9775,14.99,2.59,2.59,,,,
61594,2021,37.63344,-109.9775,14.99,2.59,2.59,,,,
61595,2021,37.63344,-109.9775,14.99,2.59,2.59,,,,
61596,2021,37.63344,-109.9775,14.99,2.59,13.56,,,,
61597,2021,37.63344,-109.9775,14.99,2.59,13.56,,,,
61598,2021,37.63344,-109.9775,14.99,2.59,13.56,,,,
61599,2021,37.63344,-109.9775,14.99,2.59,14.99,,,,
61600,2021,37.63344,-109.9775,14.99,2.59,14.99,,,,
61601,2021,37.63344,-109.9775,14.99,2.59,14.99,,,,
61602,2022,37.63344,-109.9775,2.25,5.5,,,,,
61603,2022,37.63344,-109.9775,21.0,6.36,,,,,
61604,2022,37.63344,-109.9775,7.79,9.22,,,,,
61605,2022,37.63344,-109.9775,13.28,5.27,15.51,,,,
61606,2022,37.63344,-109.9775,5.32,10.83,,,,,
61607,2022,37.63344,-109.9775,3.58,7.84,,,,,
61608,2022,37.63344,-109.9775,9.31,17.38,,,,,
61609,2022,37.63344,-109.9775,6.49,4.35,4.35,,,,
61610,2022,37.63344,-109.9775,5.72,12.19,12.19,,,,
61611,2022,37.63344,-109.9775,5.72,12.19,12.19,,,,
61612,2022,37.63344,-109.9775,5.72,12.19,5.72,,,,
61613,2022,37.63344,-109.9775,5.72,12.19,5.72,,,,
61614,2022,37.63344,-109.9775,6.76,9.16,,,,,
61615,2022,37.63344,-109.9775,3.98,4.07,3.98,,,,
61616,2022,37.63344,-109.9775,9.73,6.02,9.73,,,,
61617,2022,37.63344,-109.9775,3.73,14.12,16.48,,,,
61618,2022,37.63344,-109.9775,5.73,2.43,10.5,,,,
61619,2022,37.63344,-109.9775,5.73,2.43,10.5,,,,
61620,2022,37.63344,-109.9775,5.73,2.43,2.43,,,,
61621,2022,37.63344,-109.9775,5.73,2.43,2.43,,,,
61622,2022,37.63344,-109.9775,3.15,9.11,3.15,,,,
61623,2022,37.63344,-109.9775,3.74,3.32,,,,,
